0,11/9/2020 21:31:44,9.333960000000001,9.333960000000001,9.7,99.9,13.6875,28.122,0,10.2009,10.2009,10.5,99.4,14.875,7.4406300000000005,0,9.55396,9.55396,9.9,99.9,14.3125,9.330860000000001,0,9.44396,9.44396,9.8,99.9,14.5625,13.3426,0,8.23397,8.23397,8.7,99.9,13.625,12.39,0,True,11/9/2020 21:31:44
1,11/9/2020 22:2:20,9.333960000000001,9.333960000000001,9.7,99.9,13.5625,27.116,0,9.76351,9.76351,10.1,99.5,14.8125,7.873810000000001,0,9.77396,9.77396,10.1,99.9,14.1875,8.98436,0,9.663960000000001,9.663960000000001,10.0,99.9,14.4375,13.1541,0,9.11396,9.11396,9.5,99.9,13.5625,12.2425,0,False,11/9/2020 22:2:20
